# step time temperature total_energy kinetic_energy potential_energy Px Py Pz
0.000000000000000000e+00 0.000000000000000000e+00 1.021021021021021991e+00 -2.937424304603169276e+03 1.530000000000001364e+03 -4.467424304603170640e+03 1.043609643147647148e-14 -3.189115638235762162e-14 2.287059430727822473e-14
1.000000000000000000e+02 5.000000000000000000e-01 9.433506237575951525e-01 -2.801034458461967006e+03 1.413610909700756338e+03 -4.214645368162723571e+03 -8.649851668263153215e-14 -2.942091015256664832e-14 2.230160500715783201e-14
2.000000000000000000e+02 1.000000000000000000e+00 8.957587883953729291e-01 -2.749824579758707841e+03 1.342294544410466415e+03 -4.092119124169174484e+03 2.792904796322659422e-15 2.908784324517910136e-14 2.498001805406602216e-14
3.000000000000000000e+02 1.500000000000000000e+00 8.385101122108349347e-01 -2.667103237642475506e+03 1.256507403147936202e+03 -3.923610640790411708e+03 -2.313704783318826230e-13 8.137934770502397441e-14 5.867528685143952316e-14
4.000000000000000000e+02 2.000000000000000000e+00 8.387390403057712884e-01 -2.522134018253726026e+03 1.256850451898198344e+03 -3.778984470151924143e+03 9.348077867343818070e-14 6.721012635324541407e-14 -3.302913498259840708e-15
5.000000000000000000e+02 2.500000000000000000e+00 8.401451947539896326e-01 -2.356068261942543359e+03 1.258957574338853419e+03 -3.615025836281396550e+03 -1.953992523340275511e-14 -8.437694987151189707e-15 3.505529200253931776e-14
6.000000000000000000e+02 3.000000000000000000e+00 8.642957268748635569e-01 -2.216693195102447135e+03 1.295147146721983063e+03 -3.511840341824430197e+03 5.424827254074671146e-14 3.885780586188047891e-16 2.964295475749167963e-14
7.000000000000000000e+02 3.500000000000000000e+00 8.789358883385564036e-01 -2.107499069463771775e+03 1.317085428675326739e+03 -3.424584498139098287e+03 7.149836278586008120e-14 -1.154631945610162802e-14 3.874678355941796326e-14
8.000000000000000000e+02 4.000000000000000000e+00 9.306596653381918882e-01 -1.978999958308309033e+03 1.394593508509280582e+03 -3.373593466817589615e+03 -3.645694857112857790e-14 -4.851674617611934082e-14 3.030908857226677355e-14
9.000000000000000000e+02 4.500000000000000000e+00 9.164861193711828502e-01 -1.936333520650080800e+03 1.373354449877717570e+03 -3.309687970527798370e+03 -1.487698852997709764e-14 -5.873079800267078099e-14 3.375077994860475883e-14
