# rho counts_4x2x2 counts_6x3x3 counts_8x4x4
7.499999999999999722e-03 0.000000000000000000e+00 2.970000000000000000e+02 7.947000000000000000e+03
2.249999999999999917e-02 1.200000000000000000e+01 1.013000000000000000e+03 0.000000000000000000e+00
3.749999999999999861e-02 1.020000000000000000e+02 1.879000000000000000e+03 1.325000000000000000e+04
5.249999999999999806e-02 4.340000000000000000e+02 2.683000000000000000e+03 0.000000000000000000e+00
6.750000000000000444e-02 1.222000000000000000e+03 2.966000000000000000e+03 1.371700000000000000e+04
8.249999999999999001e-02 1.395000000000000000e+03 2.919000000000000000e+03 0.000000000000000000e+00
9.750000000000000333e-02 1.334000000000000000e+03 2.611000000000000000e+03 0.000000000000000000e+00
1.124999999999999889e-01 1.131000000000000000e+03 2.261000000000000000e+03 1.127100000000000000e+04
1.275000000000000022e-01 1.040000000000000000e+03 2.002000000000000000e+03 0.000000000000000000e+00
1.425000000000000155e-01 4.750000000000000000e+02 1.656000000000000000e+03 8.319000000000000000e+03
1.574999999999999734e-01 3.250000000000000000e+02 1.499000000000000000e+03 0.000000000000000000e+00
1.724999999999999867e-01 2.220000000000000000e+02 1.383000000000000000e+03 0.000000000000000000e+00
1.875000000000000000e-01 1.640000000000000000e+02 1.223000000000000000e+03 6.112000000000000000e+03
2.025000000000000133e-01 8.600000000000000000e+01 1.136000000000000000e+03 0.000000000000000000e+00
2.174999999999999711e-01 4.800000000000000000e+01 1.111000000000000000e+03 4.909000000000000000e+03
2.324999999999999845e-01 3.000000000000000000e+01 1.097000000000000000e+03 0.000000000000000000e+00
2.474999999999999978e-01 1.500000000000000000e+01 1.059000000000000000e+03 0.000000000000000000e+00
2.625000000000000111e-01 1.500000000000000000e+01 9.280000000000000000e+02 4.291000000000000000e+03
2.774999999999999689e-01 1.900000000000000000e+01 8.990000000000000000e+02 0.000000000000000000e+00
2.924999999999999822e-01 3.500000000000000000e+01 9.080000000000000000e+02 4.071000000000000000e+03
3.074999999999999956e-01 6.000000000000000000e+01 8.330000000000000000e+02 0.000000000000000000e+00
3.225000000000000089e-01 4.600000000000000000e+01 7.700000000000000000e+02 0.000000000000000000e+00
3.374999999999999667e-01 8.000000000000000000e+01 7.240000000000000000e+02 3.966000000000000000e+03
3.524999999999999800e-01 1.170000000000000000e+02 6.260000000000000000e+02 0.000000000000000000e+00
3.674999999999999933e-01 1.470000000000000000e+02 0.000000000000000000e+00 4.105000000000000000e+03
3.825000000000000067e-01 3.030000000000000000e+02 6.100000000000000000e+02 0.000000000000000000e+00
3.974999999999999645e-01 2.600000000000000000e+02 5.960000000000000000e+02 0.000000000000000000e+00
4.124999999999999778e-01 3.590000000000000000e+02 5.900000000000000000e+02 4.242000000000000000e+03
4.274999999999999911e-01 3.770000000000000000e+02 6.100000000000000000e+02 0.000000000000000000e+00
4.425000000000000044e-01 7.040000000000000000e+02 5.950000000000000000e+02 4.813000000000000000e+03
4.574999999999999623e-01 6.310000000000000000e+02 6.950000000000000000e+02 0.000000000000000000e+00
4.724999999999999756e-01 7.320000000000000000e+02 7.960000000000000000e+02 0.000000000000000000e+00
4.874999999999999889e-01 7.190000000000000000e+02 9.220000000000000000e+02 5.395000000000000000e+03
