# rho counts_4x2x2 counts_6x3x3 counts_8x4x4
7.499999999999999722e-03 0.000000000000000000e+00 3.000000000000000000e+00 1.089000000000000000e+03
2.249999999999999917e-02 0.000000000000000000e+00 2.600000000000000000e+01 0.000000000000000000e+00
3.749999999999999861e-02 0.000000000000000000e+00 8.200000000000000000e+01 3.600000000000000000e+03
5.249999999999999806e-02 0.000000000000000000e+00 2.220000000000000000e+02 0.000000000000000000e+00
6.750000000000000444e-02 4.000000000000000000e+00 5.150000000000000000e+02 6.644000000000000000e+03
8.249999999999999001e-02 1.800000000000000000e+01 7.110000000000000000e+02 0.000000000000000000e+00
9.750000000000000333e-02 7.900000000000000000e+01 1.064000000000000000e+03 0.000000000000000000e+00
1.124999999999999889e-01 1.790000000000000000e+02 1.400000000000000000e+03 8.979000000000000000e+03
1.275000000000000022e-01 3.790000000000000000e+02 1.645000000000000000e+03 0.000000000000000000e+00
1.425000000000000155e-01 5.030000000000000000e+02 2.001000000000000000e+03 1.026700000000000000e+04
1.574999999999999734e-01 6.140000000000000000e+02 2.140000000000000000e+03 0.000000000000000000e+00
1.724999999999999867e-01 6.210000000000000000e+02 2.249000000000000000e+03 0.000000000000000000e+00
1.875000000000000000e-01 8.160000000000000000e+02 2.338000000000000000e+03 1.116600000000000000e+04
2.025000000000000133e-01 6.930000000000000000e+02 2.398000000000000000e+03 0.000000000000000000e+00
2.174999999999999711e-01 7.070000000000000000e+02 2.327000000000000000e+03 1.098200000000000000e+04
2.324999999999999845e-01 7.310000000000000000e+02 2.253000000000000000e+03 0.000000000000000000e+00
2.474999999999999978e-01 1.033000000000000000e+03 2.312000000000000000e+03 0.000000000000000000e+00
2.625000000000000111e-01 7.920000000000000000e+02 2.163000000000000000e+03 1.115200000000000000e+04
2.774999999999999689e-01 7.920000000000000000e+02 2.189000000000000000e+03 0.000000000000000000e+00
2.924999999999999822e-01 7.930000000000000000e+02 2.214000000000000000e+03 1.042700000000000000e+04
3.074999999999999956e-01 9.980000000000000000e+02 2.085000000000000000e+03 0.000000000000000000e+00
3.225000000000000089e-01 7.230000000000000000e+02 2.157000000000000000e+03 0.000000000000000000e+00
3.374999999999999667e-01 6.400000000000000000e+02 2.044000000000000000e+03 1.006200000000000000e+04
3.524999999999999800e-01 6.430000000000000000e+02 2.047000000000000000e+03 0.000000000000000000e+00
3.674999999999999933e-01 6.460000000000000000e+02 0.000000000000000000e+00 9.462000000000000000e+03
3.825000000000000067e-01 7.970000000000000000e+02 1.938000000000000000e+03 0.000000000000000000e+00
3.974999999999999645e-01 5.970000000000000000e+02 1.859000000000000000e+03 0.000000000000000000e+00
4.124999999999999778e-01 5.580000000000000000e+02 1.754000000000000000e+03 8.625000000000000000e+03
4.274999999999999911e-01 4.310000000000000000e+02 1.647000000000000000e+03 0.000000000000000000e+00
4.425000000000000044e-01 4.600000000000000000e+02 1.527000000000000000e+03 7.406000000000000000e+03
4.574999999999999623e-01 2.620000000000000000e+02 1.388000000000000000e+03 0.000000000000000000e+00
4.724999999999999756e-01 1.990000000000000000e+02 1.183000000000000000e+03 0.000000000000000000e+00
