# rho counts_4x2x2 counts_6x3x3 counts_8x4x4
7.499999999999999722e-03 0.000000000000000000e+00 2.000000000000000000e+01 2.352000000000000000e+03
2.249999999999999917e-02 0.000000000000000000e+00 1.230000000000000000e+02 0.000000000000000000e+00
3.749999999999999861e-02 0.000000000000000000e+00 3.410000000000000000e+02 6.270000000000000000e+03
5.249999999999999806e-02 5.000000000000000000e+00 7.170000000000000000e+02 0.000000000000000000e+00
6.750000000000000444e-02 9.500000000000000000e+01 1.219000000000000000e+03 9.428000000000000000e+03
8.249999999999999001e-02 2.140000000000000000e+02 1.462000000000000000e+03 0.000000000000000000e+00
9.750000000000000333e-02 4.650000000000000000e+02 1.887000000000000000e+03 0.000000000000000000e+00
1.124999999999999889e-01 6.530000000000000000e+02 2.013000000000000000e+03 1.066900000000000000e+04
1.275000000000000022e-01 1.008000000000000000e+03 2.301000000000000000e+03 0.000000000000000000e+00
1.425000000000000155e-01 7.540000000000000000e+02 2.306000000000000000e+03 1.081000000000000000e+04
1.574999999999999734e-01 7.640000000000000000e+02 2.300000000000000000e+03 0.000000000000000000e+00
1.724999999999999867e-01 7.430000000000000000e+02 2.233000000000000000e+03 0.000000000000000000e+00
1.875000000000000000e-01 8.840000000000000000e+02 2.138000000000000000e+03 1.009600000000000000e+04
2.025000000000000133e-01 5.420000000000000000e+02 2.024000000000000000e+03 0.000000000000000000e+00
2.174999999999999711e-01 4.700000000000000000e+02 1.976000000000000000e+03 9.013000000000000000e+03
2.324999999999999845e-01 4.080000000000000000e+02 1.720000000000000000e+03 0.000000000000000000e+00
2.474999999999999978e-01 4.420000000000000000e+02 1.745000000000000000e+03 0.000000000000000000e+00
2.625000000000000111e-01 2.870000000000000000e+02 1.487000000000000000e+03 8.042000000000000000e+03
2.774999999999999689e-01 2.790000000000000000e+02 1.484000000000000000e+03 0.000000000000000000e+00
2.924999999999999822e-01 2.870000000000000000e+02 1.432000000000000000e+03 7.578000000000000000e+03
3.074999999999999956e-01 4.540000000000000000e+02 1.367000000000000000e+03 0.000000000000000000e+00
3.225000000000000089e-01 3.170000000000000000e+02 1.315000000000000000e+03 0.000000000000000000e+00
3.374999999999999667e-01 4.250000000000000000e+02 1.285000000000000000e+03 7.439000000000000000e+03
3.524999999999999800e-01 4.280000000000000000e+02 1.229000000000000000e+03 0.000000000000000000e+00
3.674999999999999933e-01 4.810000000000000000e+02 0.000000000000000000e+00 7.090000000000000000e+03
3.825000000000000067e-01 6.770000000000000000e+02 1.209000000000000000e+03 0.000000000000000000e+00
3.974999999999999645e-01 5.810000000000000000e+02 1.247000000000000000e+03 0.000000000000000000e+00
4.124999999999999778e-01 6.880000000000000000e+02 1.300000000000000000e+03 6.919000000000000000e+03
4.274999999999999911e-01 7.000000000000000000e+02 1.306000000000000000e+03 0.000000000000000000e+00
4.425000000000000044e-01 8.530000000000000000e+02 1.359000000000000000e+03 6.681000000000000000e+03
4.574999999999999623e-01 5.730000000000000000e+02 1.379000000000000000e+03 0.000000000000000000e+00
4.724999999999999756e-01 4.940000000000000000e+02 1.409000000000000000e+03 0.000000000000000000e+00
4.874999999999999889e-01 3.710000000000000000e+02 1.323000000000000000e+03 6.494000000000000000e+03
5.024999999999999467e-01 2.990000000000000000e+02 1.342000000000000000e+03 0.000000000000000000e+00
5.175000000000000711e-01 1.560000000000000000e+02 1.303000000000000000e+03 5.771000000000000000e+03
5.324999999999999734e-01 9.000000000000000000e+01 1.093000000000000000e+03 0.000000000000000000e+00
5.474999999999999867e-01 6.600000000000000000e+01 9.360000000000000000e+02 0.000000000000000000e+00
5.625000000000000000e-01 3.600000000000000000e+01 7.740000000000000000e+02 4.879000000000000000e+03
5.774999999999999023e-01 1.000000000000000000e+01 6.250000000000000000e+02 0.000000000000000000e+00
5.925000000000000266e-01 1.100000000000000000e+01 4.740000000000000000e+02 3.685000000000000000e+03
6.074999999999999289e-01 3.000000000000000000e+00 3.310000000000000000e+02 0.000000000000000000e+00
6.225000000000000533e-01 2.000000000000000000e+00 2.510000000000000000e+02 2.424000000000000000e+03
6.374999999999999556e-01 1.000000000000000000e+00 1.270000000000000000e+02 0.000000000000000000e+00
6.524999999999999689e-01 0.000000000000000000e+00 8.100000000000000000e+01 0.000000000000000000e+00
6.674999999999999822e-01 0.000000000000000000e+00 3.100000000000000000e+01 1.410000000000000000e+03
6.824999999999998845e-01 0.000000000000000000e+00 1.600000000000000000e+01 0.000000000000000000e+00
6.975000000000000089e-01 0.000000000000000000e+00 7.000000000000000000e+00 6.620000000000000000e+02
7.124999999999999112e-01 0.000000000000000000e+00 7.000000000000000000e+00 0.000000000000000000e+00
7.275000000000000355e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.424999999999999378e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.850000000000000000e+02
7.575000000000000622e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.724999999999999645e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+02
7.874999999999999778e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.024999999999999911e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.174999999999998934e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.400000000000000000e+01
8.325000000000000178e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.474999999999999201e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
8.625000000000000444e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.774999999999999467e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.924999999999999600e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
9.074999999999999734e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.224999999999998757e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
