# rho counts_4x2x2 counts_6x3x3 counts_8x4x4
7.499999999999999722e-03 0.000000000000000000e+00 2.000000000000000000e+00 4.150000000000000000e+02
2.249999999999999917e-02 0.000000000000000000e+00 6.000000000000000000e+00 0.000000000000000000e+00
3.749999999999999861e-02 0.000000000000000000e+00 1.900000000000000000e+01 1.720000000000000000e+03
5.249999999999999806e-02 0.000000000000000000e+00 4.300000000000000000e+01 0.000000000000000000e+00
6.750000000000000444e-02 0.000000000000000000e+00 1.060000000000000000e+02 4.018000000000000000e+03
8.249999999999999001e-02 0.000000000000000000e+00 2.390000000000000000e+02 0.000000000000000000e+00
9.750000000000000333e-02 2.000000000000000000e+00 3.980000000000000000e+02 0.000000000000000000e+00
1.124999999999999889e-01 6.000000000000000000e+00 5.930000000000000000e+02 6.573000000000000000e+03
1.275000000000000022e-01 4.300000000000000000e+01 8.120000000000000000e+02 0.000000000000000000e+00
1.425000000000000155e-01 5.900000000000000000e+01 1.153000000000000000e+03 9.462000000000000000e+03
1.574999999999999734e-01 1.240000000000000000e+02 1.465000000000000000e+03 0.000000000000000000e+00
1.724999999999999867e-01 2.340000000000000000e+02 1.838000000000000000e+03 0.000000000000000000e+00
1.875000000000000000e-01 5.170000000000000000e+02 2.229000000000000000e+03 1.191300000000000000e+04
2.025000000000000133e-01 6.790000000000000000e+02 2.578000000000000000e+03 0.000000000000000000e+00
2.174999999999999711e-01 8.320000000000000000e+02 2.939000000000000000e+03 1.344200000000000000e+04
2.324999999999999845e-01 1.058000000000000000e+03 3.123000000000000000e+03 0.000000000000000000e+00
2.474999999999999978e-01 1.496000000000000000e+03 3.261000000000000000e+03 0.000000000000000000e+00
2.625000000000000111e-01 1.173000000000000000e+03 3.293000000000000000e+03 1.415700000000000000e+04
2.774999999999999689e-01 1.362000000000000000e+03 3.487000000000000000e+03 0.000000000000000000e+00
2.924999999999999822e-01 1.429000000000000000e+03 3.324000000000000000e+03 1.400600000000000000e+04
3.074999999999999956e-01 1.730000000000000000e+03 3.198000000000000000e+03 0.000000000000000000e+00
3.225000000000000089e-01 1.170000000000000000e+03 3.131000000000000000e+03 0.000000000000000000e+00
3.374999999999999667e-01 1.037000000000000000e+03 2.925000000000000000e+03 1.306600000000000000e+04
