# rho counts_4x2x2 counts_6x3x3 counts_8x4x4
7.499999999999999722e-03 8.800000000000000000e+01 1.175000000000000000e+03 1.560700000000000000e+04
2.249999999999999917e-02 5.910000000000000000e+02 3.103000000000000000e+03 0.000000000000000000e+00
3.749999999999999861e-02 1.160000000000000000e+03 4.443000000000000000e+03 1.848000000000000000e+04
5.249999999999999806e-02 1.201000000000000000e+03 4.658000000000000000e+03 0.000000000000000000e+00
6.750000000000000444e-02 9.480000000000000000e+02 4.048000000000000000e+03 1.341700000000000000e+04
8.249999999999999001e-02 4.290000000000000000e+02 3.085000000000000000e+03 0.000000000000000000e+00
9.750000000000000333e-02 4.240000000000000000e+02 2.261000000000000000e+03 0.000000000000000000e+00
1.124999999999999889e-01 4.420000000000000000e+02 1.495000000000000000e+03 8.853000000000000000e+03
1.275000000000000022e-01 6.280000000000000000e+02 1.046000000000000000e+03 0.000000000000000000e+00
1.425000000000000155e-01 4.710000000000000000e+02 6.530000000000000000e+02 5.942000000000000000e+03
1.574999999999999734e-01 4.680000000000000000e+02 4.600000000000000000e+02 0.000000000000000000e+00
1.724999999999999867e-01 4.240000000000000000e+02 3.230000000000000000e+02 0.000000000000000000e+00
1.875000000000000000e-01 3.770000000000000000e+02 2.410000000000000000e+02 4.603000000000000000e+03
2.025000000000000133e-01 1.420000000000000000e+02 1.950000000000000000e+02 0.000000000000000000e+00
2.174999999999999711e-01 1.020000000000000000e+02 1.380000000000000000e+02 3.628000000000000000e+03
2.324999999999999845e-01 8.000000000000000000e+01 1.650000000000000000e+02 0.000000000000000000e+00
2.474999999999999978e-01 1.450000000000000000e+02 1.950000000000000000e+02 0.000000000000000000e+00
2.625000000000000111e-01 1.770000000000000000e+02 2.680000000000000000e+02 2.879000000000000000e+03
2.774999999999999689e-01 2.100000000000000000e+02 3.130000000000000000e+02 0.000000000000000000e+00
2.924999999999999822e-01 2.610000000000000000e+02 4.130000000000000000e+02 2.575000000000000000e+03
3.074999999999999956e-01 4.390000000000000000e+02 4.300000000000000000e+02 0.000000000000000000e+00
3.225000000000000089e-01 3.940000000000000000e+02 5.520000000000000000e+02 0.000000000000000000e+00
3.374999999999999667e-01 3.960000000000000000e+02 6.080000000000000000e+02 2.133000000000000000e+03
3.524999999999999800e-01 3.840000000000000000e+02 6.960000000000000000e+02 0.000000000000000000e+00
3.674999999999999933e-01 3.720000000000000000e+02 0.000000000000000000e+00 2.093000000000000000e+03
3.825000000000000067e-01 3.850000000000000000e+02 7.680000000000000000e+02 0.000000000000000000e+00
3.974999999999999645e-01 2.480000000000000000e+02 8.960000000000000000e+02 0.000000000000000000e+00
4.124999999999999778e-01 1.790000000000000000e+02 9.000000000000000000e+02 2.293000000000000000e+03
4.274999999999999911e-01 1.680000000000000000e+02 9.780000000000000000e+02 0.000000000000000000e+00
4.425000000000000044e-01 1.130000000000000000e+02 1.002000000000000000e+03 2.719000000000000000e+03
4.574999999999999623e-01 5.200000000000000000e+01 1.086000000000000000e+03 0.000000000000000000e+00
4.724999999999999756e-01 6.100000000000000000e+01 9.930000000000000000e+02 0.000000000000000000e+00
4.874999999999999889e-01 2.600000000000000000e+01 1.036000000000000000e+03 3.499000000000000000e+03
5.024999999999999467e-01 3.700000000000000000e+01 1.049000000000000000e+03 0.000000000000000000e+00
5.175000000000000711e-01 1.500000000000000000e+01 1.067000000000000000e+03 4.404000000000000000e+03
5.324999999999999734e-01 4.800000000000000000e+01 9.990000000000000000e+02 0.000000000000000000e+00
5.474999999999999867e-01 8.700000000000000000e+01 9.210000000000000000e+02 0.000000000000000000e+00
5.625000000000000000e-01 2.160000000000000000e+02 9.320000000000000000e+02 5.459000000000000000e+03
5.774999999999999023e-01 2.800000000000000000e+02 9.150000000000000000e+02 0.000000000000000000e+00
5.925000000000000266e-01 4.210000000000000000e+02 1.019000000000000000e+03 6.424000000000000000e+03
6.074999999999999289e-01 4.880000000000000000e+02 1.066000000000000000e+03 0.000000000000000000e+00
6.225000000000000533e-01 8.180000000000000000e+02 1.155000000000000000e+03 6.674000000000000000e+03
6.374999999999999556e-01 5.770000000000000000e+02 1.188000000000000000e+03 0.000000000000000000e+00
6.524999999999999689e-01 4.710000000000000000e+02 1.121000000000000000e+03 0.000000000000000000e+00
6.674999999999999822e-01 3.100000000000000000e+02 1.107000000000000000e+03 6.028000000000000000e+03
6.824999999999998845e-01 1.920000000000000000e+02 9.110000000000000000e+02 0.000000000000000000e+00
6.975000000000000089e-01 4.800000000000000000e+01 7.110000000000000000e+02 4.659000000000000000e+03
7.124999999999999112e-01 1.900000000000000000e+01 5.230000000000000000e+02 0.000000000000000000e+00
7.275000000000000355e-01 2.000000000000000000e+00 3.250000000000000000e+02 0.000000000000000000e+00
7.424999999999999378e-01 2.000000000000000000e+00 0.000000000000000000e+00 3.042000000000000000e+03
7.575000000000000622e-01 0.000000000000000000e+00 2.070000000000000000e+02 0.000000000000000000e+00
7.724999999999999645e-01 0.000000000000000000e+00 1.070000000000000000e+02 1.601000000000000000e+03
7.874999999999999778e-01 0.000000000000000000e+00 6.200000000000000000e+01 0.000000000000000000e+00
8.024999999999999911e-01 0.000000000000000000e+00 3.400000000000000000e+01 0.000000000000000000e+00
8.174999999999998934e-01 0.000000000000000000e+00 8.000000000000000000e+00 7.320000000000000000e+02
