# step time temperature total_energy kinetic_energy potential_energy Px Py Pz
0.000000000000000000e+00 0.000000000000000000e+00 1.081081081081083139e+00 -2.847424304603167911e+03 1.620000000000002956e+03 -4.467424304603170640e+03 -5.290906601729261638e-14 2.020605904817784904e-14 -3.219646771412953967e-15
1.000000000000000000e+02 5.000000000000000000e-01 9.613195152427648216e-01 -2.736346524517231956e+03 1.440537293591283060e+03 -4.176883818108514788e+03 -6.172840016915870365e-14 1.698641227676489507e-14 4.440892098500626162e-16
2.000000000000000000e+02 1.000000000000000000e+00 9.057983607049464592e-01 -2.600653812742531045e+03 1.357338843516362203e+03 -3.957992656258893476e+03 -7.482903185973555082e-14 2.953193245502916398e-14 4.218847493575594854e-15
3.000000000000000000e+02 1.500000000000000000e+00 9.221692277235133961e-01 -2.441352991051213394e+03 1.381870587743684837e+03 -3.823223578794898458e+03 -1.085798118083403097e-13 4.440892098500626162e-15 -5.551115123125782702e-17
4.000000000000000000e+02 2.000000000000000000e+00 8.917847778948615467e-01 -2.273564685508450566e+03 1.336339489675450068e+03 -3.609904175183900406e+03 8.393286066166183446e-14 2.731148640577885089e-14 7.854827899222982523e-15
5.000000000000000000e+02 2.500000000000000000e+00 8.792327454060997471e-01 -2.142434833695675479e+03 1.317530268991040430e+03 -3.459965102686715909e+03 -1.629807400149729801e-13 3.752553823233029107e-14 -2.065014825802791165e-14
6.000000000000000000e+02 3.000000000000000000e+00 8.794390224351056329e-01 -2.027500493521114322e+03 1.317839375119005808e+03 -3.345339868640120130e+03 -2.342570581959080300e-14 4.662936703425657470e-14 -1.404432126150823024e-14
7.000000000000000000e+02 3.500000000000000000e+00 9.124692594815869695e-01 -1.878512447784200276e+03 1.367335185333158051e+03 -3.245847633117358328e+03 8.881784197001252323e-14 2.697841949839130393e-14 -1.206257316255232581e-13
8.000000000000000000e+02 4.000000000000000000e+00 9.068508759221896032e-01 -1.802954660602441209e+03 1.358916037569401169e+03 -3.161870698171842378e+03 -9.203748874142547720e-14 9.703349235223868163e-14 -1.201261312644419377e-13
9.000000000000000000e+02 4.500000000000000000e+00 1.019605130424013018e+00 -1.573508910236220800e+03 1.527878287940383416e+03 -3.101387198176604215e+03 1.476596622751458199e-14 8.398837181289309228e-14 -9.037215420448774239e-14
1.000000000000000000e+03 5.000000000000000000e+00 9.939159162982849072e-01 -1.543076459117469994e+03 1.489383000572979881e+03 -3.032459459690449876e+03 1.898481372109017684e-14 1.506017532904024847e-13 -9.997558336749534647e-14
1.100000000000000000e+03 5.500000000000000000e+00 1.024216966750512325e+00 -1.469930371964627739e+03 1.534789124675642597e+03 -3.004719496640270336e+03 8.704148513061227277e-14 1.325606291402436909e-13 -8.881784197001252323e-14
1.200000000000000000e+03 6.000000000000000000e+00 1.013758710059285306e+00 -1.451803315180942491e+03 1.519117427023839127e+03 -2.970920742204781618e+03 -4.563016631209393381e-14 1.036948304999896209e-13 -1.931788062847772380e-13
1.300000000000000000e+03 6.500000000000000000e+00 1.060652003219634931e+00 -1.333082074224941152e+03 1.589387026824622808e+03 -2.922469101049563960e+03 -2.067235271852041478e-13 5.584421813864537398e-14 -2.114974861910923210e-13
1.400000000000000000e+03 7.000000000000000000e+00 1.021744856391676448e+00 -1.318736286723251624e+03 1.531084667302927073e+03 -2.849820954026178697e+03 -6.744604874597825983e-14 1.438571484158046587e-13 -1.778577285449500778e-13
1.500000000000000000e+03 7.500000000000000000e+00 1.075502504816517435e+00 -1.245152587458555217e+03 1.611640503467551525e+03 -2.856793090926106743e+03 -5.551115123125782702e-15 6.084022174945857842e-14 -2.225997164373438864e-13
1.600000000000000000e+03 8.000000000000000000e+00 1.077369152270881258e+00 -1.190635475834490308e+03 1.614437674677915538e+03 -2.805073150512405846e+03 -8.185119249048966594e-14 3.808064974464286934e-14 -1.655342529716108402e-13
1.700000000000000000e+03 8.500000000000000000e+00 1.076236366424762281e+00 -1.159362189784131033e+03 1.612740195087506208e+03 -2.772102384871637241e+03 4.030109579389318242e-14 1.005862060310391826e-13 -1.201538868400575666e-13
1.800000000000000000e+03 9.000000000000000000e+00 1.084934555601665851e+00 -1.073360875910756477e+03 1.625774431569096123e+03 -2.699135307479852599e+03 2.505773366578978312e-13 7.771561172376095783e-15 -9.270362255620057113e-14
1.900000000000000000e+03 9.500000000000000000e+00 1.058124785343534491e+00 -1.049397906401421551e+03 1.585599990837286441e+03 -2.634997897238707992e+03 1.236788449432424386e-13 5.040412531798210694e-14 -1.150191053511662176e-13
2.000000000000000000e+03 1.000000000000000000e+01 1.028893631820867904e+00 -1.042642613366193245e+03 1.541797107283570540e+03 -2.584439720649763785e+03 7.949196856316120829e-14 7.782663402622347348e-14 -1.131317262093034515e-13
2.100000000000000000e+03 1.050000000000000000e+01 1.064902879045635409e+00 -9.670825357228843586e+02 1.595756964249884504e+03 -2.562839499972768863e+03 -8.215650382226158399e-14 9.658940314238861902e-15 -1.443289932012703503e-13
2.200000000000000000e+03 1.100000000000000000e+01 1.045907547060978660e+00 -9.788269348680196345e+02 1.567292459270876407e+03 -2.546119394138896041e+03 -1.865174681370262988e-14 2.753353101070388220e-14 -1.447730824111204129e-13
2.300000000000000000e+03 1.150000000000000000e+01 1.050793530213533611e+00 -9.239615150400807124e+02 1.574614105024980063e+03 -2.498575620065060775e+03 2.420286193682841258e-14 -3.544387006115812255e-14 -1.708633234898115916e-13
2.400000000000000000e+03 1.200000000000000000e+01 1.075933313567783101e+00 -8.772821185679640621e+02 1.612286070381323043e+03 -2.489568188949287105e+03 2.675637489346627262e-14 -1.032507412901395583e-13 -1.035838081975271052e-13
2.500000000000000000e+03 1.250000000000000000e+01 1.089601595651571442e+00 -8.169995624837983996e+02 1.632767991083879679e+03 -2.449767553567678078e+03 -1.137978600240785454e-13 -6.905587213168473681e-14 -1.425526363618700998e-13
2.600000000000000000e+03 1.300000000000000000e+01 1.065280734353202252e+00 -8.265739687322252394e+02 1.596323180428273645e+03 -2.422897149160498884e+03 -1.268707361390397637e-13 -1.019184736605893704e-13 -1.010302952408892452e-13
2.700000000000000000e+03 1.350000000000000000e+01 1.085745944193491130e+00 -7.659552850337447580e+02 1.626990297373946532e+03 -2.392945582407691290e+03 -1.807443084089754848e-13 -9.292566716112560243e-14 -1.361133428190441919e-13
2.800000000000000000e+03 1.400000000000000000e+01 1.074371639973009662e+00 -7.081664614750104647e+02 1.609945902499555132e+03 -2.318112363974565596e+03 -2.740030424774886342e-13 -1.776356839400250465e-14 -7.527312106958561344e-14
2.900000000000000000e+03 1.450000000000000000e+01 1.130548553623683228e+00 -6.236557597053536028e+02 1.694127007605089375e+03 -2.317782767310442978e+03 -2.878808302853030909e-13 -6.855627177060341637e-14 -8.565370634983082709e-14
3.000000000000000000e+03 1.500000000000000000e+01 1.091546846434310769e+00 -6.554827454054416194e+02 1.635682949381814524e+03 -2.291165694787256143e+03 -1.688094108942550520e-13 -5.059841434729150933e-14 -6.106226635438360972e-14
3.100000000000000000e+03 1.550000000000000000e+01 1.078831559425653452e+00 -6.826605997843550995e+02 1.616629091799341722e+03 -2.299289691583696822e+03 -8.326672684688674053e-14 2.997602166487922659e-14 -5.262457136723242002e-14
3.200000000000000000e+03 1.600000000000000000e+01 1.103377112572854646e+00 -6.340773222355310281e+02 1.653410603190422535e+03 -2.287487925425953563e+03 -2.630118345336995844e-13 1.765254609153998899e-14 -1.270580862744452588e-13
3.300000000000000000e+03 1.650000000000000000e+01 1.078638697187919160e+00 -6.442560951772807130e+02 1.616340087736096848e+03 -2.260596182913377561e+03 -1.471461841262566850e-13 -7.061018436615995597e-14 -1.139088823265410610e-13
3.400000000000000000e+03 1.700000000000000000e+01 1.053524843589319415e+00 -6.759879426043953572e+02 1.578706978118595089e+03 -2.254694920722990446e+03 -1.556532680524469470e-13 -7.893685705084863002e-14 -1.170175067954914994e-13
3.500000000000000000e+03 1.750000000000000000e+01 1.087228234878533595e+00 -6.527435902466406787e+02 1.629211509965482719e+03 -2.281955100212123398e+03 -1.453837050746642490e-13 -6.084022174945857842e-14 -4.851674617611934082e-14
3.600000000000000000e+03 1.800000000000000000e+01 1.069355571906375202e+00 -6.539910867467704065e+02 1.602429324501703150e+03 -2.256420411248473556e+03 -1.013356065726611632e-13 -1.337818744673313631e-13 -8.215650382226158399e-14
3.700000000000000000e+03 1.850000000000000000e+01 1.046020153757696969e+00 -6.393076165075342487e+02 1.567461200405908812e+03 -2.206768816913443061e+03 -8.615330671091214754e-14 -5.345723863570128742e-14 -1.109806690990922107e-13
3.800000000000000000e+03 1.900000000000000000e+01 1.052578406369139907e+00 -6.125886309883153444e+02 1.577288741944156300e+03 -2.189877372932471644e+03 -4.612976667317525425e-14 2.624983563848104495e-14 -1.066924326664775435e-13
3.900000000000000000e+03 1.950000000000000000e+01 1.094384351789858822e+00 -5.836248885810352931e+02 1.639934951157103342e+03 -2.223559839738138635e+03 -2.520206265899105347e-14 9.992007221626408864e-15 -7.049916206369744032e-15
4.000000000000000000e+03 2.000000000000000000e+01 1.077998684642749616e+00 -6.251522813560382019e+02 1.615381028937160409e+03 -2.240533310293198610e+03 -2.553512956637860043e-14 -8.743006318923107756e-14 -1.398881011027697241e-14
4.100000000000000000e+03 2.050000000000000000e+01 1.042210970989252639e+00 -6.515248016290131545e+02 1.561753140027394920e+03 -2.213277941656408075e+03 -4.496403249731883989e-14 -1.131317262093034515e-13 -8.881784197001252323e-16
4.200000000000000000e+03 2.100000000000000000e+01 1.070053062206245631e+00 -6.306897128613768473e+02 1.603474513716058937e+03 -2.234164226577435784e+03 -4.396483177515619900e-14 -7.671641100159831694e-14 -7.122080702970379207e-14
4.300000000000000000e+03 2.150000000000000000e+01 1.054035786810616493e+00 -6.350521938637614312e+02 1.579472626535708741e+03 -2.214524820399470173e+03 -3.153033389935444575e-14 -2.553512956637860043e-14 -8.956724251163450390e-14
4.400000000000000000e+03 2.200000000000000000e+01 1.068279895203716023e+00 -6.309762868928219177e+02 1.600817422962768433e+03 -2.231793709855590350e+03 -1.162958618294851476e-14 2.708944180085381959e-14 -5.151434834260726348e-14
4.500000000000000000e+03 2.250000000000000000e+01 1.061256252080687856e+00 -6.427898381479542422e+02 1.590292493742910892e+03 -2.233082331890865134e+03 3.907985046680551022e-14 4.107825191113079200e-14 -1.152411499560912489e-13
4.600000000000000000e+03 2.300000000000000000e+01 1.128392138685212931e+00 -5.515757936447557768e+02 1.690895619819791591e+03 -2.242471413464547368e+03 9.765105390968642496e-14 1.798561299892753595e-14 -7.882583474838611437e-14
4.700000000000000000e+03 2.350000000000000000e+01 1.107361649042876151e+00 -6.223122145614786405e+02 1.659381431090749857e+03 -2.281693645652228497e+03 2.642330798607872566e-14 1.521005543736464460e-14 -5.073719222536965390e-14
4.800000000000000000e+03 2.400000000000000000e+01 1.112037851013123912e+00 -6.142574637850746058e+02 1.666388719743166121e+03 -2.280646183528240726e+03 9.869882688917641644e-14 -3.738676035425214650e-14 -3.466671394392051297e-14
4.900000000000000000e+03 2.450000000000000000e+01 1.147182239550964322e+00 -5.931030398971381601e+02 1.719052585967119967e+03 -2.312155625864258127e+03 1.066924326664775435e-13 1.842970220877759857e-14 4.551914400963141816e-15
5.000000000000000000e+03 2.500000000000000000e+01 1.121874968043062859e+00 -6.360520554027336857e+02 1.681129639612529672e+03 -2.317181695015263358e+03 9.436895709313830594e-14 6.572520305780926719e-14 4.996003610813204432e-16
5.100000000000000000e+03 2.550000000000000000e+01 1.109122458968354374e+00 -6.643795858527826113e+02 1.662020004764078976e+03 -2.326399590616861587e+03 6.439293542825907934e-14 -4.007905118896815111e-14 5.317968287954499829e-14
5.200000000000000000e+03 2.600000000000000000e+01 1.072073926452022041e+00 -6.602381520339167764e+02 1.606502778788355045e+03 -2.266740930822271821e+03 7.516209876712309779e-14 1.559863349598344939e-14 5.406786129924512352e-14
5.300000000000000000e+03 2.650000000000000000e+01 1.052923400701140988e+00 -6.731895905583955937e+02 1.577805715950659760e+03 -2.250995306509055354e+03 9.292566716112560243e-14 2.493838469064257879e-14 8.218425939787721290e-14
5.400000000000000000e+03 2.700000000000000000e+01 1.079023227244816585e+00 -6.385793419926167189e+02 1.616916306026357688e+03 -2.255495648018974407e+03 8.970602038971264847e-14 2.797762022055394482e-14 5.950795411990839057e-14
5.500000000000000000e+03 2.750000000000000000e+01 1.090113606176400296e+00 -6.330048031955777788e+02 1.633535238855335820e+03 -2.266540042050913598e+03 3.769207168602406455e-14 -9.880984919163893210e-15 1.548761119352093374e-14
5.600000000000000000e+03 2.800000000000000000e+01 1.070291502318607479e+00 -6.492211730636231550e+02 1.603831816224433169e+03 -2.253052989288056324e+03 1.066924326664775435e-13 -3.280709037767337577e-14 -5.134781488891348999e-14
5.700000000000000000e+03 2.850000000000000000e+01 1.014919903920076028e+00 -6.750019564018118672e+02 1.520857476024233847e+03 -2.195859432426045714e+03 1.035838081975271052e-13 -3.107063217822059187e-14 -6.972200594645983074e-14
5.800000000000000000e+03 2.900000000000000000e+01 1.054486841732713787e+00 -6.487640514114566486e+02 1.580148532336471590e+03 -2.228912583747928238e+03 1.034727858950645896e-13 -5.240252676230738871e-14 -4.041211809635569807e-14
5.900000000000000000e+03 2.950000000000000000e+01 1.102705672081216060e+00 -5.803588703716297914e+02 1.652404449613702354e+03 -2.232763319985332146e+03 5.162537064506977913e-14 -6.572520305780926719e-14 -6.602704494262923163e-14
6.000000000000000000e+03 3.000000000000000000e+01 1.072961461440616215e+00 -6.054788917911064345e+02 1.607832749968763437e+03 -2.213311641759869872e+03 6.093042737020937238e-14 -3.241851231905457098e-14 -5.306866057708248263e-14
6.100000000000000000e+03 3.050000000000000000e+01 1.096895436525249679e+00 -5.809062505524548214e+02 1.643697811633086530e+03 -2.224604062185541352e+03 1.270095140171179082e-13 -1.776356839400250465e-15 -1.474376176702207886e-13
6.200000000000000000e+03 3.100000000000000000e+01 1.069713444785241441e+00 -5.773950192849854375e+02 1.602965597010684405e+03 -2.180360616295669843e+03 8.237854842718661530e-14 2.664535259100375697e-14 -1.109112801600531384e-13
6.300000000000000000e+03 3.150000000000000000e+01 1.058961690647267861e+00 -5.902203851200481495e+02 1.586854093434930974e+03 -2.177074478554979123e+03 4.746203430272544210e-14 7.949196856316120829e-14 -1.443567487768859792e-13
6.400000000000000000e+03 3.200000000000000000e+01 1.073354306310685180e+00 -5.567316708253479192e+02 1.608421428006561655e+03 -2.165153098831909574e+03 3.652633751016765018e-14 1.399991234052322397e-13 -1.829647544582257979e-13
6.500000000000000000e+03 3.250000000000000000e+01 1.087614682147782785e+00 -5.341215838239645564e+02 1.629790601198452350e+03 -2.163912185022416907e+03 5.739853037312059314e-14 1.203481758693669690e-13 -1.560973572622970096e-13
6.600000000000000000e+03 3.300000000000000000e+01 1.082933418297900019e+00 -5.374384178329030419e+02 1.622775727319403131e+03 -2.160214145152306173e+03 6.528111384795920458e-14 1.406652572200073337e-13 -1.126876369994533889e-13
6.700000000000000000e+03 3.350000000000000000e+01 1.077533336147911802e+00 -5.265566165639670544e+02 1.614683704217645754e+03 -2.141240320781612809e+03 2.464695114667847520e-14 2.930988785010413267e-14 -9.092726571680032066e-14
6.800000000000000000e+03 3.400000000000000000e+01 1.089090253096184790e+00 -4.627726799933950588e+02 1.632001744264632862e+03 -2.094774424258027921e+03 -9.592326932761352509e-14 -3.996802888650563546e-15 -1.287858708565181587e-13
6.900000000000000000e+03 3.450000000000000000e+01 1.086772452559478408e+00 -4.669862810365316363e+02 1.628528520160378321e+03 -2.095514801196909957e+03 -1.487698852997709764e-14 8.812395257962180040e-14 -9.314771176605063374e-14
