# step time temperature total_energy kinetic_energy potential_energy Px Py Pz
0.000000000000000000e+00 0.000000000000000000e+00 1.121121121121122943e+00 -2.787424304603167911e+03 1.680000000000002728e+03 -4.467424304603170640e+03 -5.340172748447002959e-14 -9.459100169806333724e-14 -3.190503417016543608e-14
1.000000000000000000e+02 5.000000000000000000e-01 9.667524849154932598e-01 -2.672128894150324868e+03 1.448678598645866714e+03 -4.120807492796191582e+03 -4.762856775641921558e-14 -2.631228568361621001e-14 -1.360023205165816762e-13
2.000000000000000000e+02 1.000000000000000000e+00 9.189510559976707960e-01 -2.563158175017601479e+03 1.377048157412509681e+03 -3.940206332430111161e+03 -2.189359804560808698e-13 -2.331468351712828735e-14 -1.300626273348370887e-13
3.000000000000000000e+02 1.500000000000000000e+00 8.795952395399073698e-01 -2.449590682237862893e+03 1.318073466450551223e+03 -3.767664148688414116e+03 -1.967315199635777390e-13 -1.079691891447964736e-13 -1.559308238086032361e-13
4.000000000000000000e+02 2.000000000000000000e+00 8.430553027378214770e-01 -2.324227909414549686e+03 1.263318371152625559e+03 -3.587546280567175472e+03 -1.924016501675396285e-13 -1.552646899938281422e-13 -1.514344205588713521e-13
5.000000000000000000e+02 2.500000000000000000e+00 8.394596641129582482e-01 -2.165021652107485352e+03 1.257930306673267978e+03 -3.422951958780753102e+03 -2.164934898019055254e-13 -1.502131752317836799e-13 -1.705302565824240446e-13
6.000000000000000000e+02 3.000000000000000000e+00 8.688324486196293828e-01 -2.034135801634692825e+03 1.301945424256514571e+03 -3.336081225891207396e+03 6.661338147750939243e-15 -1.934008508897022693e-13 -1.922906278650771128e-13
7.000000000000000000e+02 3.500000000000000000e+00 9.088177524213073566e-01 -1.884391863435746473e+03 1.361863402003329156e+03 -3.246255265439075629e+03 4.352074256530613638e-14 -1.626476731075854332e-13 -2.371436380599334370e-13
8.000000000000000000e+02 4.000000000000000000e+00 9.824337751077197867e-01 -1.747835510306116930e+03 1.472177011998918033e+03 -3.220012522305034963e+03 -1.429967255717201624e-13 -1.169064844930289837e-13 -2.295941214924823726e-13
9.000000000000000000e+02 4.500000000000000000e+00 9.981631080339485873e-01 -1.620889999857681460e+03 1.495747417388872009e+03 -3.116637417246553468e+03 -9.825473767932635383e-14 -9.869882688917641644e-14 -2.202682480856310576e-13
1.000000000000000000e+03 5.000000000000000000e+00 1.015536885860865102e+00 -1.591454022539575817e+03 1.521782023462506459e+03 -3.113236046002082276e+03 -2.761124662242764316e-13 -4.363176486776865204e-14 -2.264854970235319342e-13
1.100000000000000000e+03 5.500000000000000000e+00 9.967136655967518966e-01 -1.501351946878263107e+03 1.493575427896732663e+03 -2.994927374774995769e+03 -3.624878175401136104e-14 -1.024735851729019487e-13 -1.869615573468763614e-13
1.200000000000000000e+03 6.000000000000000000e+00 1.047061453831950262e+00 -1.389837810680796110e+03 1.569021588567177560e+03 -2.958859399247973670e+03 -1.301477372053772008e-13 -8.026912468039881787e-14 -1.918465386552270502e-13
1.300000000000000000e+03 6.500000000000000000e+00 1.101690512631818608e+00 -1.273974470735609657e+03 1.650883233178780074e+03 -2.924857703914389731e+03 -1.516564651637963834e-13 -1.086908341108028253e-13 -1.492139745096210390e-13
1.400000000000000000e+03 7.000000000000000000e+00 1.078268146365695346e+00 -1.215413264116202299e+03 1.615784817328994450e+03 -2.831198081445196749e+03 2.975397705995419528e-14 -1.765254609153998899e-13 -1.825206652483757352e-13
1.500000000000000000e+03 7.500000000000000000e+00 1.043378839392856694e+00 -1.237828249496846638e+03 1.563503190830195763e+03 -2.801331440327042401e+03 -1.176836406102665933e-14 -1.716404796070492011e-13 -1.874056465567264240e-13
1.600000000000000000e+03 8.000000000000000000e+00 1.045871125105326094e+00 -1.195945782253008247e+03 1.567237880970331162e+03 -2.763183663223339408e+03 -7.394085344003542559e-14 -2.142730437526552123e-13 -1.991740106177530834e-13
1.700000000000000000e+03 8.500000000000000000e+00 1.013152113571595736e+00 -1.211146611373388623e+03 1.518208442187036326e+03 -2.729355053560424949e+03 -1.347810751894940040e-13 -1.665056981181578522e-13 -1.862954235321012675e-13
